"Name","Location","Function Signature","Function Size"
"FUN_08043dac","08043dac","undefined FUN_08043dac()","92"
"FUN_08043e44","08043e44","undefined FUN_08043e44()","20"
"FUN_08043e60","08043e60","undefined FUN_08043e60()","54"
"FUN_08043ea0","08043ea0","undefined FUN_08043ea0()","60"
"FUN_08043ee4","08043ee4","undefined FUN_08043ee4()","24"
"FUN_08043f00","08043f00","undefined FUN_08043f00()","36"
"FUN_08043f2c","08043f2c","undefined FUN_08043f2c()","62"
"FUN_08043f7c","08043f7c","undefined FUN_08043f7c()","58"
"FUN_08043fc0","08043fc0","undefined FUN_08043fc0()","232"
"FUN_080440e4","080440e4","undefined FUN_080440e4()","28"
"FUN_08044100","08044100","undefined FUN_08044100()","1348"
"FUN_080448f2","080448f2","undefined FUN_080448f2()","22"
"FUN_08044908","08044908","undefined FUN_08044908()","14"
"FUN_08044918","08044918","undefined FUN_08044918()","40"
"FUN_08045418","08045418","undefined FUN_08045418()","2"
"FUN_080454d0","080454d0","undefined FUN_080454d0()","152"
"FUN_08045644","08045644","undefined FUN_08045644()","360"
"FUN_080457f0","080457f0","undefined FUN_080457f0()","64"
"FUN_08045840","08045840","undefined FUN_08045840()","198"
"FUN_08045a5c","08045a5c","undefined FUN_08045a5c()","184"
"FUN_08045b1c","08045b1c","undefined FUN_08045b1c()","482"
"FUN_08045d30","08045d30","undefined FUN_08045d30()","170"
"FUN_08045df0","08045df0","undefined FUN_08045df0()","636"
"FUN_080460ac","080460ac","undefined FUN_080460ac()","230"
"FUN_080461b4","080461b4","undefined FUN_080461b4()","256"
"FUN_080462c8","080462c8","undefined FUN_080462c8()","270"
"FUN_080463f4","080463f4","undefined FUN_080463f4()","298"
"FUN_08046538","08046538","undefined FUN_08046538()","282"
"FUN_0804666c","0804666c","undefined FUN_0804666c()","618"
"FUN_08046918","08046918","undefined FUN_08046918()","116"
"FUN_08046998","08046998","undefined FUN_08046998()","120"
"FUN_08047258","08047258","undefined FUN_08047258()","266"
"FUN_08047384","08047384","undefined FUN_08047384()","168"
"FUN_08047448","08047448","undefined FUN_08047448()","358"
"FUN_080475dc","080475dc","undefined FUN_080475dc()","232"
"FUN_080476e0","080476e0","undefined FUN_080476e0()","192"
"FUN_080477c0","080477c0","undefined FUN_080477c0()","138"
"FUN_0804785c","0804785c","undefined FUN_0804785c()","94"
"FUN_080478c8","080478c8","undefined FUN_080478c8()","114"
"FUN_08047948","08047948","undefined FUN_08047948()","154"
"FUN_08047a00","08047a00","undefined FUN_08047a00()","176"
"FUN_08047acc","08047acc","undefined FUN_08047acc()","106"
"FUN_08047d1c","08047d1c","undefined FUN_08047d1c()","344"
"FUN_08047ec4","08047ec4","undefined FUN_08047ec4()","72"
"FUN_08047f20","08047f20","undefined FUN_08047f20()","76"
"FUN_08047f7c","08047f7c","undefined FUN_08047f7c()","58"
"FUN_08047fc0","08047fc0","undefined FUN_08047fc0()","28"
"FUN_08048014","08048014","undefined FUN_08048014()","86"
"FUN_08048200","08048200","undefined FUN_08048200()","86"
"FUN_0804825c","0804825c","undefined FUN_0804825c()","36"
"FUN_08048300","08048300","undefined FUN_08048300()","42"
"thunk_FUN_08048340","0804833c","thunk undefined thunk_FUN_08048340()","4"
"FUN_08048340","08048340","undefined FUN_08048340()","12"
"FUN_0804834c","0804834c","undefined FUN_0804834c()","107"
"FUN_0804876e","0804876e","undefined FUN_0804876e()","2"
"FUN_0804878c","0804878c","undefined FUN_0804878c()","32"
"FUN_080487ac","080487ac","undefined FUN_080487ac()","46"
"FUN_080487dc","080487dc","undefined FUN_080487dc()","22"
"FUN_080487f4","080487f4","undefined FUN_080487f4()","2"
"FUN_080487f6","080487f6","undefined FUN_080487f6()","22"
"FUN_08048810","08048810","undefined FUN_08048810()","2"
"FUN_08048812","08048812","undefined FUN_08048812()","8"
"FUN_0804886c","0804886c","undefined FUN_0804886c()","76"
"FUN_08048bf8","08048bf8","undefined FUN_08048bf8()","2"
"FUN_08048c08","08048c08","undefined FUN_08048c08()","62"
"FUN_08048c4c","08048c4c","undefined FUN_08048c4c()","48"
"FUN_08048c7c","08048c7c","undefined FUN_08048c7c()","502"
"FUN_08048ebc","08048ebc","undefined FUN_08048ebc()","26"
"FUN_08048ed8","08048ed8","undefined FUN_08048ed8()","10"
"FUN_08048f0c","08048f0c","undefined FUN_08048f0c()","92"
"FUN_08048f74","08048f74","undefined FUN_08048f74()","24"
"FUN_08048f94","08048f94","undefined FUN_08048f94()","30"
"FUN_08048fb8","08048fb8","undefined FUN_08048fb8()","84"
"FUN_08049030","08049030","undefined FUN_08049030()","10"
"FUN_0804903c","0804903c","undefined FUN_0804903c()","36"
"FUN_080490b4","080490b4","undefined FUN_080490b4()","74"
"FUN_08049170","08049170","undefined FUN_08049170()","36"
"FUN_080491d4","080491d4","undefined FUN_080491d4()","14"
"FUN_080491e4","080491e4","undefined FUN_080491e4()","28"
"FUN_08049208","08049208","undefined FUN_08049208()","36"
"FUN_08049234","08049234","undefined FUN_08049234()","98"
"FUN_0804929c","0804929c","undefined FUN_0804929c()","200"
"FUN_080493b8","080493b8","undefined FUN_080493b8()","14"
"FUN_080493cc","080493cc","undefined FUN_080493cc()","14"
"FUN_080493e0","080493e0","undefined FUN_080493e0()","184"
"FUN_080494d8","080494d8","undefined FUN_080494d8()","88"
"FUN_08049544","08049544","undefined FUN_08049544()","136"
"FUN_080495d8","080495d8","undefined FUN_080495d8()","76"
"FUN_0804962c","0804962c","undefined FUN_0804962c()","100"
"FUN_080496ac","080496ac","undefined FUN_080496ac()","90"
"FUN_08049724","08049724","undefined FUN_08049724()","98"
"FUN_080497a4","080497a4","undefined FUN_080497a4()","106"
"FUN_0804981c","0804981c","undefined FUN_0804981c()","222"
"FUN_08049900","08049900","undefined FUN_08049900()","60"
"FUN_08049940","08049940","undefined FUN_08049940()","194"
"FUN_08049a08","08049a08","undefined FUN_08049a08()","178"
"FUN_08049b64","08049b64","undefined FUN_08049b64()","64"
"FUN_08049bb8","08049bb8","undefined FUN_08049bb8()","102"
"FUN_0804a0a0","0804a0a0","undefined FUN_0804a0a0()","32"
"FUN_0804a0c4","0804a0c4","undefined FUN_0804a0c4()","100"
"FUN_0804a12c","0804a12c","undefined FUN_0804a12c()","112"
"FUN_0804a1a0","0804a1a0","undefined FUN_0804a1a0()","100"
"FUN_0804a208","0804a208","undefined FUN_0804a208()","36"
"FUN_0804a22c","0804a22c","undefined FUN_0804a22c()","110"
"FUN_0804a2a0","0804a2a0","undefined FUN_0804a2a0()","110"
"FUN_0804a314","0804a314","undefined FUN_0804a314()","260"
"FUN_0804a46c","0804a46c","undefined FUN_0804a46c()","26"
"FUN_0804a48c","0804a48c","undefined FUN_0804a48c()","14"
"FUN_0804a4a0","0804a4a0","undefined FUN_0804a4a0()","54"
"FUN_0804a590","0804a590","undefined FUN_0804a590()","4"
"FUN_0804a594","0804a594","undefined FUN_0804a594()","4"
"FUN_0804a598","0804a598","undefined FUN_0804a598()","4"
"FUN_0804a59c","0804a59c","undefined FUN_0804a59c()","4"
"FUN_0804a5a0","0804a5a0","undefined FUN_0804a5a0()","4"
"FUN_0804a5a4","0804a5a4","undefined FUN_0804a5a4()","6"
"FUN_0804a5ac","0804a5ac","undefined FUN_0804a5ac()","6"
"FUN_0804a5b4","0804a5b4","undefined FUN_0804a5b4()","4"
"FUN_0804a5b8","0804a5b8","undefined FUN_0804a5b8()","4"
"FUN_0804a5bc","0804a5bc","undefined FUN_0804a5bc()","6"
"FUN_0804a5c4","0804a5c4","undefined FUN_0804a5c4()","4"
"FUN_0804a5c8","0804a5c8","undefined FUN_0804a5c8()","4"
"FUN_0804a5cc","0804a5cc","undefined FUN_0804a5cc()","4"
"FUN_0804a5d0","0804a5d0","undefined FUN_0804a5d0()","6"
"FUN_0804a5d8","0804a5d8","undefined FUN_0804a5d8()","32"
"FUN_0804a5f8","0804a5f8","undefined FUN_0804a5f8()","28"
"FUN_0804a61c","0804a61c","undefined FUN_0804a61c()","122"
"FUN_0804a6e0","0804a6e0","undefined FUN_0804a6e0()","42"
"FUN_0804a71c","0804a71c","undefined FUN_0804a71c()","130"
"FUN_0804a7c4","0804a7c4","undefined FUN_0804a7c4()","46"
"FUN_0804a80c","0804a80c","undefined FUN_0804a80c()","48"
"FUN_0804a870","0804a870","undefined FUN_0804a870()","130"
"FUN_0804a93c","0804a93c","undefined FUN_0804a93c()","124"
"FUN_0804a9d4","0804a9d4","undefined FUN_0804a9d4()","126"
"FUN_0804aa6c","0804aa6c","undefined FUN_0804aa6c()","64"
"FUN_0804aab0","0804aab0","undefined FUN_0804aab0()","68"
"FUN_0804aaf8","0804aaf8","undefined FUN_0804aaf8()","108"
"FUN_0804ab8c","0804ab8c","undefined FUN_0804ab8c()","118"
"FUN_0804ac14","0804ac14","undefined FUN_0804ac14()","90"
"FUN_0804ac88","0804ac88","undefined FUN_0804ac88()","124"
"FUN_0804ad24","0804ad24","undefined FUN_0804ad24()","44"
"FUN_0804ad5c","0804ad5c","undefined FUN_0804ad5c()","250"
"FUN_0804aea4","0804aea4","undefined FUN_0804aea4()","20"
"FUN_0804aebc","0804aebc","undefined FUN_0804aebc()","138"
"FUN_0804af68","0804af68","undefined FUN_0804af68()","2"
"FUN_0804af6c","0804af6c","undefined FUN_0804af6c()","2"
"FUN_0804af70","0804af70","undefined FUN_0804af70()","2"
"FUN_0804af74","0804af74","undefined FUN_0804af74()","2"
"FUN_0804af78","0804af78","undefined FUN_0804af78()","2"
"FUN_0804af7c","0804af7c","undefined FUN_0804af7c()","2"
"FUN_0804af90","0804af90","undefined FUN_0804af90()","2"
"FUN_0804afa4","0804afa4","undefined FUN_0804afa4()","146"
"FUN_0804b038","0804b038","undefined FUN_0804b038()","2"
"FUN_0804b03c","0804b03c","undefined FUN_0804b03c()","206"
"FUN_0804b10c","0804b10c","undefined FUN_0804b10c()","930"
"FUN_0804b4e4","0804b4e4","undefined FUN_0804b4e4()","120"
"FUN_0804b55c","0804b55c","undefined FUN_0804b55c()","192"
"FUN_0804b61c","0804b61c","undefined FUN_0804b61c()","72"
"FUN_0804b664","0804b664","undefined FUN_0804b664()","94"
"FUN_0804b6c4","0804b6c4","undefined FUN_0804b6c4()","82"
"FUN_08070b0c","08070b0c","undefined FUN_08070b0c()","48"
"FUN_0807134c","0807134c","undefined FUN_0807134c()","1"
"FUN_08071360","08071360","undefined FUN_08071360()","1"
"FUN_08087506","08087506","undefined FUN_08087506()","2"
"FUN_0827075e","0827075e","undefined FUN_0827075e()","2"
"FUN_08270f62","08270f62","undefined FUN_08270f62()","4"
"FUN_082fe970","082fe970","undefined FUN_082fe970()","4"
"FUN_082fea08","082fea08","undefined FUN_082fea08()","1"
"FUN_083f0eb0","083f0eb0","undefined FUN_083f0eb0()","1"
"FUN_083fe96c","083fe96c","undefined FUN_083fe96c()","12"
"FUN_085f0f08","085f0f08","undefined FUN_085f0f08()","4"
"FUN_085f0f0c","085f0f0c","undefined FUN_085f0f0c()","16"
"FUN_08b841d8","08b841d8","undefined FUN_08b841d8()","72"
"FUN_08eeb778","08eeb778","undefined FUN_08eeb778()","44"
"FUN_08ef438c","08ef438c","undefined FUN_08ef438c()","28"
